X,Y,record_id,issued_date,expire_date,days_til_expiration,address,parcel_id,lat,lon,ObjectId,address_id
,,PMB2019-02479,2020/03/19 00:00:00+00,2024/03/10 00:00:00+00,487,19330 Marx,,,,171,
-83.164937,42.42875,PMB2016-02674,2020/03/13 00:00:00+00,2024/03/10 00:00:00+00,487,18670 BIRWOOD,16042184.,42.42875,-83.164937,172,16148
-83.024916,42.349071,PMB2004-09037,2021/03/11 00:00:00+00,2024/03/11 00:00:00+00,488,2101 PRINCE HALL DRIVE #4,11002193-99,42.349071,-83.024916,173,315731
,,PMB2021-00449,2021/03/10 00:00:00+00,2024/03/11 00:00:00+00,488,12674 Riad,,,,174,
-83.257174,42.439243,PMB2018-03867,2020/03/11 00:00:00+00,2024/03/11 00:00:00+00,488,20082 GREYDALE,22112781.,42.439243,-83.257174,175,95071
-83.024436,42.349543,PMB2004-09038,2021/03/11 00:00:00+00,2024/03/11 00:00:00+00,488,2151 PRINCE HALL DR #3,11002193-99,42.349543,-83.024436,176,315890
-83.025427,42.349818,PMB2004-10821,2021/03/11 00:00:00+00,2024/03/11 00:00:00+00,488,2201 PRINCE HALL DR #1,11002193-99,42.349818,-83.025427,177,315840
,,PMB2005-18162,2021/05/25 00:00:00+00,2024/03/11 00:00:00+00,488,16900 FULLERTON  AKA: 12611-35 MEMORIAL,,,,178,
-83.209366,42.360213,PMB2005-02392,2020/04/28 00:00:00+00,2024/03/11 00:00:00+00,488,8955 GRANDMONT,22065187.,42.360213,-83.209366,179,199871
-83.209373,42.360125,PMB2005-02398,2020/04/28 00:00:00+00,2024/03/11 00:00:00+00,488,8949 GRANDMONT,22065188.,42.360125,-83.209373,180,199791
-82.950701,42.421784,PMB2018-03991,2020/03/11 00:00:00+00,2024/03/11 00:00:00+00,488,11259 LAKEPOINTE,21064947.,42.421784,-82.950701,181,317239
-82.948015,42.411635,PMB2021-00399,2021/08/13 00:00:00+00,2024/03/11 00:00:00+00,488,9265 Bedford,21070891.,42.411635,-82.948015,182,296753
-83.172344,42.439299,PMB2021-00685,2021/03/16 00:00:00+00,2024/03/12 00:00:00+00,489,19955 APPOLINE,22021417.,42.439299,-83.172344,183,27739
-83.24473,42.392036,PMB2012-04886,2020/03/13 00:00:00+00,2024/03/13 00:00:00+00,490,14379 BRAILE,22105766-7,42.392036,-83.24473,184,146679
-83.174735,42.4448,PMB2020-01575,2020/07/22 00:00:00+00,2024/03/13 00:00:00+00,490,20525 Sorrento,22023859.,42.4448,-83.174735,185,18606
-83.257862,42.402896,PMB2012-04702,2020/03/13 00:00:00+00,2024/03/13 00:00:00+00,490,15452 ROCKDALE,22114223-4,42.402896,-83.257862,186,130829
-83.085356,42.392586,PMB2018-01476,2021/06/22 00:00:00+00,2024/03/13 00:00:00+00,490,134 ENGLEWOOD,01003539.,42.392586,-83.085356,187,346642
,,PMB2012-03553,2021/03/15 00:00:00+00,2024/03/15 00:00:00+00,492,8133 SENATOR AKA 2030-36 MULLANE,,,,188,
-83.194989,42.422638,PMB2016-02765,2021/03/16 00:00:00+00,2024/03/16 00:00:00+00,493,18077 COYLE,22045338.,42.422638,-83.194989,189,63985
,,PMB2004-09047,2021/08/21 00:00:00+00,2024/03/17 00:00:00+00,494,7779 POE,,,,190,
-82.944909,42.4128,PMB2020-01358,2020/03/17 00:00:00+00,2024/03/17 00:00:00+00,494,9148 AUDUBON,21071942.,42.4128,-82.944909,191,296681
-83.09281,42.366018,PMB2004-08762,2021/08/21 00:00:00+00,2024/03/17 00:00:00+00,494,7507 ROSA PARKS BLVD,08007992.001,42.366018,-83.09281,192,52944
,,PMB2004-09041,2021/08/21 00:00:00+00,2024/03/17 00:00:00+00,494,7767 POE aka 1500 Pallister,,,,193,
,,PMB2004-09058,2021/08/21 00:00:00+00,2024/03/17 00:00:00+00,494,7759 POE,,,,194,
,,PMB2004-10409,2021/09/01 00:00:00+00,2024/03/17 00:00:00+00,494,7730 POE,,,,195,
-83.152263,42.421296,PMB2012-02837,2021/09/15 00:00:00+00,2024/03/17 00:00:00+00,494,17536 ROSELAWN,16030390.,42.421296,-83.152263,196,11717
-83.098862,42.379001,PMB2006-02580,2021/11/17 00:00:00+00,2024/03/17 00:00:00+00,494,1652 EDISON,08002904.,42.379001,-83.098862,197,49954
-83.267181,42.436481,PMB2018-01111,2020/03/17 00:00:00+00,2024/03/17 00:00:00+00,494,22642 PEMBROKE,22017971.,42.436481,-83.267181,198,107516
-83.096342,42.370186,PMB2004-08766,2021/03/18 00:00:00+00,2024/03/18 00:00:00+00,495,1941 EUCLID,08002072-9,42.370186,-83.096342,199,57884
-83.11446,42.370747,PMB2004-13680,2021/05/22 00:00:00+00,2024/03/18 00:00:00+00,495,3218 CLAIRMOUNT,12002639.,42.370747,-83.11446,200,56372
-82.92576,42.418116,PMB2016-01704,2020/12/08 00:00:00+00,2024/03/18 00:00:00+00,495,6116 LODEWYCK,21077847.,42.418116,-82.92576,201,308978
-83.171896,42.441538,PMB2007-01177,2021/03/18 00:00:00+00,2024/03/18 00:00:00+00,495,20156 APPOLINE,22021343.,42.441538,-83.171896,202,13942
-83.017385,42.399388,PMB2012-04321,2021/02/24 00:00:00+00,2024/03/18 00:00:00+00,495,8603 WOODLAWN,19002993.,42.399388,-83.017385,203,2
,,PMB2004-09044,2021/08/21 00:00:00+00,2024/03/18 00:00:00+00,495,7795 POE,,,,204,
-83.244614,42.369743,PMB2021-02040,2021/08/19 00:00:00+00,2024/03/18 00:00:00+00,495,11312 PIERSON,22106305.,42.369743,-83.244614,205,182786
-83.200634,42.38343,PMB2020-02372,2020/08/27 00:00:00+00,2024/03/19 00:00:00+00,496,12873 MONTROSE,22053264.,42.38343,-83.200634,206,135381
-83.065633,42.445937,PMB2021-00040,2021/05/05 00:00:00+00,2024/03/19 00:00:00+00,496,20450 WEXFORD,13021635.,42.445937,-83.065633,207,285026
-82.927769,42.41851,PMB2020-01593,2020/04/22 00:00:00+00,2024/03/19 00:00:00+00,496,6191 MARSEILLES,21077672.,42.41851,-82.927769,208,308934
,,PMB2005-04932,2020/10/07 00:00:00+00,2024/03/19 00:00:00+00,496,1536 GLYNN CT,,,,209,
-83.138148,42.393202,PMB2005-02068,2021/07/27 00:00:00+00,2024/03/19 00:00:00+00,496,4088 KENDALL,14006094.,42.393202,-83.138148,210,70425
-83.097046,42.36992,PMB2004-08771,2021/08/21 00:00:00+00,2024/03/19 00:00:00+00,496,1981 W EUCLID,08002072-9,42.36992,-83.097046,211,57815
-83.171195,42.42239,PMB2019-02037,2020/11/16 00:00:00+00,2024/03/19 00:00:00+00,496,18010 appoline,22021200.,42.42239,-83.171195,212,15015
-83.263711,42.410525,PMB2019-01100,2020/07/13 00:00:00+00,2024/03/20 00:00:00+00,497,16567 CHATHAM,22117118.,42.410525,-83.263711,213,132942
-83.005904,42.381562,PMB2020-00516,2021/06/05 00:00:00+00,2024/03/20 00:00:00+00,497,8828 MOFFAT,19001335.,42.381562,-83.005904,214,27954
-83.282813,42.420316,PMB2011-00504,2020/08/05 00:00:00+00,2024/03/20 00:00:00+00,497,17675 FENTON,22123785.,42.420316,-83.282813,215,108948
-82.913801,42.411061,PMB2012-00784,2021/01/07 00:00:00+00,2024/03/21 00:00:00+00,498,4881 OPAL,21078537.,42.411061,-82.913801,216,323522
-82.9141,42.410546,PMB2005-09855,2021/01/06 00:00:00+00,2024/03/21 00:00:00+00,498,4864 CANYON,21078477.,42.410546,-82.9141,217,323514
-83.012293,42.419489,PMB2005-19593,2021/05/20 00:00:00+00,2024/03/23 00:00:00+00,500,11060 E MCNICHOLS,17004180-91,42.419489,-83.012293,218,223554
-83.012096,42.418556,PMB2004-11028,2021/05/20 00:00:00+00,2024/03/23 00:00:00+00,500,13080 CONNER,17016233-7,42.418556,-83.012096,219,223637
-83.193839,42.368444,PMB2020-02613,2021/10/21 00:00:00+00,2024/03/23 00:00:00+00,500,9930 SUSSEX,22045997.,42.368444,-83.193839,220,206859
-82.988525,42.425749,PMB2004-07390,2021/05/20 00:00:00+00,2024/03/23 00:00:00+00,500,13231 E MCNICHOLS,21020292-4,42.425749,-82.988525,221,224476
-83.158327,42.266641,PMB2019-02261,2020/10/14 00:00:00+00,2024/03/24 00:00:00+00,501,12343 VISGER,20018696.002,42.266641,-83.158327,222,821
-83.021138,42.413383,PMB2007-05983,2020/12/03 00:00:00+00,2024/03/25 00:00:00+00,502,8126 ALMONT,17003635.,42.413383,-83.021138,223,303334
-82.919031,42.404168,PMB2018-05498,2020/12/09 00:00:00+00,2024/03/25 00:00:00+00,502,4188 UNIVERSITY PL,21077310.012,42.404168,-82.919031,224,332424
,,PMB2004-13572,2021/05/15 00:00:00+00,2024/03/25 00:00:00+00,502,601 ORLEANS BLDG A,,,,225,
,,PMB2004-04695,2021/03/26 00:00:00+00,2024/03/26 00:00:00+00,503,4701 CHRYSLER SERVICE DR,,,,226,
-83.144105,42.438453,PMB2020-04024,2020/12/08 00:00:00+00,2024/03/27 00:00:00+00,504,19803 SANTA ROSA,16020439.,42.438453,-83.144105,227,23354
-82.985175,42.427007,PMB2004-03332,2021/05/15 00:00:00+00,2024/03/29 00:00:00+00,506,13535 E MCNICHOLS,21020312-3,42.427007,-82.985175,228,224899
-83.207619,42.43197,PMB2016-00168,2020/09/30 00:00:00+00,2024/03/29 00:00:00+00,506,19215 ST MARYS,22058869.,42.43197,-83.207619,229,83016
-83.171681,42.359222,PMB2020-02886,2020/11/17 00:00:00+00,2024/03/31 00:00:00+00,508,8835 SORRENTO,22024438.,42.359222,-83.171681,230,198913
-83.233664,42.35017,PMB2021-02032,2021/09/17 00:00:00+00,2024/03/31 00:00:00+00,508,19621 TIREMAN,22001310-11,42.35017,-83.233664,231,170298
-83.157932,42.418671,PMB2016-00302,2021/05/25 00:00:00+00,2024/04/01 00:00:00+00,509,17214 INDIANA,16035664.,42.418671,-83.157932,232,21546
-83.195157,42.427936,PMB2014-00459,2020/08/20 00:00:00+00,2024/04/01 00:00:00+00,509,18669 COYLE,22045310.,42.427936,-83.195157,233,62866
-83.200967,42.375006,PMB2016-01231,2020/12/15 00:00:00+00,2024/04/02 00:00:00+00,510,12016 FORRER,22053791.,42.375006,-83.200967,234,203932
-83.147808,42.415383,PMB2020-02681,2021/10/12 00:00:00+00,2024/04/02 00:00:00+00,510,16722 TULLER,16026921.,42.415383,-83.147808,235,85244
-83.166656,42.354871,PMB2019-02467,2021/06/05 00:00:00+00,2024/04/06 00:00:00+00,514,8261 Manor,18018494-5,42.354871,-83.166656,236,188620
-83.175534,42.38658,PMB2021-00028,2021/05/14 00:00:00+00,2024/04/09 00:00:00+00,517,13329 Littlefield,22027379.,42.38658,-83.175534,237,543021
-83.103566,42.316188,PMB2011-00925,2021/04/16 00:00:00+00,2024/04/12 00:00:00+00,520,5808 BAKER,16014347.,42.316188,-83.103566,238,177946
-83.240344,42.402102,PMB2016-01822,2021/04/12 00:00:00+00,2024/04/12 00:00:00+00,520,15366 KENTFIELD,22100191.,42.402102,-83.240344,239,128407
,,PMB2004-11996,2021/05/20 00:00:00+00,2024/04/12 00:00:00+00,520,11100 E MCNICHOLS,,,,240,
-83.065393,42.367394,PMB2005-13045,2021/08/23 00:00:00+00,2024/04/12 00:00:00+00,520,6000 BRUSH,01001741-5,42.367394,-83.065393,241,335976
-83.102794,42.320682,PMB2004-12151,2021/04/12 00:00:00+00,2024/04/12 00:00:00+00,520,2175 MORRELL,16010332.,42.320682,-83.102794,242,218661
-83.088332,42.371752,PMB2005-15271,2021/04/26 00:00:00+00,2024/04/13 00:00:00+00,521,8243 MERRILL,06005151-2,42.371752,-83.088332,243,58957
-83.239797,42.369213,PMB2005-19408,2019/11/19 00:00:00+00,2024/04/13 00:00:00+00,521,20285 PLYMOUTH,22005427.002,42.369213,-83.239797,244,182518
-83.01263,42.418963,PMB2005-19592,2021/05/20 00:00:00+00,2024/04/13 00:00:00+00,521,13140 CONNER,17016238-42,42.418963,-83.01263,245,223612
-82.996598,42.35079,PMB2003-04684,2021/05/22 00:00:00+00,2024/04/14 00:00:00+00,522,7815 E JEFFERSON,17000043-4,42.35079,-82.996598,246,329142
-83.021467,42.433812,PMB2003-05032,2021/05/20 00:00:00+00,2024/04/14 00:00:00+00,522,8140 E SEVEN MILE,17005019-25,42.433812,-83.021467,247,264908
-83.079416,42.351414,PMB2004-18599,2021/04/19 00:00:00+00,2024/04/14 00:00:00+00,522,4844 COMMONWEALTH,08006040.,42.351414,-83.079416,248,46223
-83.266396,42.438504,PMB2018-04031,2020/04/16 00:00:00+00,2024/04/16 00:00:00+00,524,22559 CHIPPEWA,22018482.001,42.438504,-83.266396,249,107162
-83.049979,42.332844,PMB2016-02057,2021/05/10 00:00:00+00,2024/04/16 00:00:00+00,524,1215 GRISWOLD,02002008.,42.332844,-83.049979,250,6534
,,PMB2006-02765,2021/05/22 00:00:00+00,2024/04/16 00:00:00+00,524,2103 FIELD AKA: 7243-45-51-53,,,,251,
-83.234818,42.430733,PMB2018-04086,2020/04/16 00:00:00+00,2024/04/16 00:00:00+00,524,19165 EDINBOROUGH,22091046.,42.430733,-83.234818,252,103389
-83.039753,42.394572,PMB2007-05714,2021/05/07 00:00:00+00,2024/04/19 00:00:00+00,527,6120 DOMINE,13009635.,42.394572,-83.039753,253,544127
-83.098479,42.36938,PMB2004-08774,2021/05/15 00:00:00+00,2024/04/19 00:00:00+00,527,2053 EUCLID,08002082-6,42.36938,-83.098479,254,57569
-83.03881,42.394571,PMB2007-05717,2021/05/07 00:00:00+00,2024/04/19 00:00:00+00,527,6180 DOMINE,13009635.,42.394571,-83.03881,255,544258
-83.039371,42.394571,PMB2007-05710,2021/05/07 00:00:00+00,2024/04/19 00:00:00+00,527,6140 DOMINE,13009635.,42.394571,-83.039371,256,543174
-83.216824,42.428527,PMB2016-02690,2021/04/19 00:00:00+00,2024/04/19 00:00:00+00,527,18910 ARCHDALE,22071419.,42.428527,-83.216824,257,80223
-82.972361,42.418973,PMB2020-00545,2021/06/08 00:00:00+00,2024/04/21 00:00:00+00,529,14457 Wilfred,21011168.,42.418973,-82.972361,258,237951
-82.920001,42.404722,PMB2020-01591,2020/04/22 00:00:00+00,2024/04/22 00:00:00+00,530,4249 UNIVERSITY PLACE,21077536.006,42.404722,-82.920001,259,319923
-83.238503,42.395166,PMB2020-01594,2020/04/23 00:00:00+00,2024/04/23 00:00:00+00,531,14615 VAUGHAN,22098352.,42.395166,-83.238503,260,121828
,,PMB2005-19409,2019/11/19 00:00:00+00,2024/04/23 00:00:00+00,531,20273 PLYMOUTH BLDG # 5,,,,261,
-83.038428,42.394556,PMB2007-05719,2021/05/07 00:00:00+00,2024/04/23 00:00:00+00,531,8931 MT ELLIOTT,13009635.,42.394556,-83.038428,262,149436
-83.064035,42.364628,PMB2004-02234,2021/04/26 00:00:00+00,2024/04/23 00:00:00+00,531,324 HENDRIE,01001577.,42.364628,-83.064035,263,326630
-83.016346,42.367312,PMB2004-07024,2021/08/11 00:00:00+00,2024/04/26 00:00:00+00,534,3980 HELEN,15008847.,42.367312,-83.016346,264,337156
-83.237749,42.440852,PMB2020-01609,2020/10/13 00:00:00+00,2024/04/27 00:00:00+00,535,20230 PLAINVIEW,22094176.,42.440852,-83.237749,265,95927
-83.278176,42.426059,PMB2004-09014,2021/05/22 00:00:00+00,2024/04/27 00:00:00+00,535,18615 TELEGRAPH,22122563-70,42.426059,-83.278176,266,109892
-83.06924,42.352762,PMB2009-00436,2021/06/28 00:00:00+00,2024/04/28 00:00:00+00,536,680 W FOREST,04000982.,42.352762,-83.06924,267,540886
,,PMB2005-19339,2019/11/19 00:00:00+00,2024/04/28 00:00:00+00,536,20341 PLYMOUTH BLDG # 9,,,,268,
-82.975071,42.434544,PMB2012-04041,2021/05/22 00:00:00+00,2024/04/28 00:00:00+00,536,19000 CHALMERS,21019863.,42.434544,-82.975071,269,98189
-83.157679,42.398688,PMB2020-01085,2021/03/01 00:00:00+00,2024/04/29 00:00:00+00,537,14845 INDIANA,16036120.,42.398688,-83.157679,270,84932
,,PMB2005-13034,2021/07/26 00:00:00+00,2024/04/29 00:00:00+00,537,22329 W. EIGHT MILE,,,,271,
-83.127558,42.316728,PMB2012-04818,2021/05/21 00:00:00+00,2024/04/30 00:00:00+00,538,2683 CENTRAL,20004924.,42.316728,-83.127558,272,543362
-83.195949,42.433191,PMB2003-03773,2021/08/28 00:00:00+00,2024/05/01 00:00:00+00,539,19338 SUSSEX,22046417.,42.433191,-83.195949,273,61520
-82.949377,42.40226,PMB2018-00590,2020/05/01 00:00:00+00,2024/05/01 00:00:00+00,539,5274 SOMERSET,21067124.,42.40226,-82.949377,274,320849
-83.078136,42.383848,PMB2019-03576,2020/05/05 00:00:00+00,2024/05/05 00:00:00+00,543,214 OWEN,01002933.,42.383848,-83.078136,275,345195
-82.992084,42.434948,PMB2004-02925,2021/05/15 00:00:00+00,2024/05/07 00:00:00+00,545,12901 E SEVEN MILE,21021041-4,42.434948,-82.992084,276,228290
-83.21288,42.381029,PMB2004-13428,2021/05/11 00:00:00+00,2024/05/07 00:00:00+00,545,12645 MEMORIAL,22067773-88,42.381029,-83.21288,277,541187
-83.064964,42.367393,PMB2005-13046,2021/08/23 00:00:00+00,2024/05/11 00:00:00+00,549,421 HARPER,01001741-5,42.367393,-83.064964,278,335968
-83.064534,42.367681,PMB2005-13047,2021/08/23 00:00:00+00,2024/05/11 00:00:00+00,549,6001 BEAUBIEN,01001747-50,42.367681,-83.064534,279,544533
,,PMB2005-19334,2019/11/19 00:00:00+00,2024/05/12 00:00:00+00,550,20259 PLYMOUTH BLDG # 4,,,,280,
-83.065041,42.367617,PMB2005-13050,2021/08/23 00:00:00+00,2024/05/13 00:00:00+00,551,411 HARPER,01001741-5,42.367617,-83.065041,281,335985
-83.065211,42.367556,PMB2005-13049,2021/08/23 00:00:00+00,2024/05/13 00:00:00+00,551,401 HARPER,01001741-5,42.367556,-83.065211,282,335980
-83.105094,42.38931,PMB2004-12175,2021/07/14 00:00:00+00,2024/05/14 00:00:00+00,552,1584 ELMHURST,06006164-8,42.38931,-83.105094,283,38096
-83.201329,42.444139,PMB2004-03490,2021/06/18 00:00:00+00,2024/05/14 00:00:00+00,552,20500 JAMES COUZENS,22019412-31,42.444139,-83.201329,284,17312
-83.083312,42.438094,PMB2020-01857,2020/10/08 00:00:00+00,2024/05/15 00:00:00+00,553,19627 Dequindre,09016726-7,42.438094,-83.083312,285,282344
-82.950913,42.365302,PMB2005-19547,2021/05/15 00:00:00+00,2024/05/15 00:00:00+00,553,555 DICKERSON,21047891-925,42.365302,-82.950913,286,339068
-83.062644,42.342414,PMB2008-04675,2021/05/15 00:00:00+00,2024/05/15 00:00:00+00,553,644 CHARLOTTE,04000599.,42.342414,-83.062644,287,217155
-83.076158,42.44426,PMB2020-01619,2021/05/20 00:00:00+00,2024/05/15 00:00:00+00,553,20214 MACKAY,13024490.,42.44426,-83.076158,288,286836
,,PMB2004-02666,2021/05/15 00:00:00+00,2024/05/15 00:00:00+00,553,13101 FREUD AKA 702-10 DICKERSON,,,,289,
,,PMB2005-18652,2021/06/09 00:00:00+00,2024/05/17 00:00:00+00,555,600 RIVER PLACE,,,,290,
-83.198211,42.398623,PMB2003-03717,2021/05/18 00:00:00+00,2024/05/17 00:00:00+00,555,14950 GREENFIELD,22049953-6,42.398623,-83.198211,291,137690
,,PMB2004-26301,2021/06/09 00:00:00+00,2024/05/17 00:00:00+00,555,500 RIVER PLACE,,,,292,
-83.198161,42.397412,PMB2007-06352,2021/05/18 00:00:00+00,2024/05/17 00:00:00+00,555,14850 GREENFIELD,22049947-8,42.397412,-83.198161,293,146044
,,PMB2005-18661,2021/06/09 00:00:00+00,2024/05/17 00:00:00+00,555,400 RIVER PLACE,,,,294,
-83.198182,42.397866,PMB2007-06351,2021/05/22 00:00:00+00,2024/05/17 00:00:00+00,555,14880 GREENFIELD,22049949.,42.397866,-83.198182,295,133657
-83.198232,42.399032,PMB2003-01295,2021/05/18 00:00:00+00,2024/05/17 00:00:00+00,555,14972 GREENFIELD,22049953-6,42.399032,-83.198232,296,146019
-83.040391,42.360149,PMB2004-04545,2021/06/15 00:00:00+00,2024/05/18 00:00:00+00,556,2144 CANFIELD,09004551.,42.360149,-83.040391,297,260165
-83.113027,42.418759,PMB2004-27607,2021/08/23 00:00:00+00,2024/05/18 00:00:00+00,556,17400 THIRD,02002569.,42.418759,-83.113027,298,275370
-83.041015,42.359835,PMB2004-04569,2021/05/24 00:00:00+00,2024/05/18 00:00:00+00,556,4200 ST AUBIN,09004551.,42.359835,-83.041015,299,260383
-83.040267,42.359956,PMB2004-04565,2021/08/23 00:00:00+00,2024/05/18 00:00:00+00,556,2145 WILLIS,09004551.,42.359956,-83.040267,300,260307
-83.040378,42.359774,PMB2004-04563,2021/06/15 00:00:00+00,2024/05/18 00:00:00+00,556,2131 WILLIS,09004551.,42.359774,-83.040378,301,260204
-83.172933,42.415191,PMB2004-13691,2020/07/09 00:00:00+00,2024/05/18 00:00:00+00,556,16862 SORRENTO,22023675.,42.415191,-83.172933,302,94334
-83.158364,42.443656,PMB2020-01613,2020/07/01 00:00:00+00,2024/05/19 00:00:00+00,557,20421 WISCONSIN,16034982.,42.443656,-83.158364,303,17234
-82.970075,42.410984,PMB2017-01605,2021/06/08 00:00:00+00,2024/05/19 00:00:00+00,557,14281 LONGVIEW,21007794-5,42.410984,-82.970075,304,238455
,,PMB2004-14307,2021/05/19 00:00:00+00,2024/05/19 00:00:00+00,557,1401 LARNED AKA CARLTON APARTMENTS,,,,305,
-83.06361,42.351342,PMB2015-00304,2021/06/08 00:00:00+00,2024/05/19 00:00:00+00,557,4240 CASS,02002104-9,42.351342,-83.06361,306,252283
-83.194185,42.403821,PMB2016-02273,2021/05/19 00:00:00+00,2024/05/19 00:00:00+00,557,15421 COYLE,22045461.,42.403821,-83.194185,307,141625
,,PMB2013-02058,2020/05/20 00:00:00+00,2024/05/20 00:00:00+00,558,14287 JANE,,,,308,
-83.211567,42.423255,PMB2018-00980,2021/05/21 00:00:00+00,2024/05/21 00:00:00+00,559,18215 BILTMORE,22064366.002,42.423255,-83.211567,309,82760
-83.276203,42.413098,PMB2005-11674,2021/07/13 00:00:00+00,2024/05/21 00:00:00+00,559,16866 TELEGRAPH,22122524.,42.413098,-83.276203,310,130951
-83.11067,42.314138,PMB2018-00855,2020/05/22 00:00:00+00,2024/05/22 00:00:00+00,560,1773 INFANTRY,18007287.,42.314138,-83.11067,311,153588
-83.083692,42.379807,PMB2005-00899,2021/08/02 00:00:00+00,2024/05/22 00:00:00+00,560,605 HAZELWOOD,04002294.,42.379807,-83.083692,312,343963
-83.023264,42.445127,PMB2004-06201,2021/04/08 00:00:00+00,2024/05/23 00:00:00+00,561,20198 BRAMFORD,17016656.,42.445127,-83.023264,313,265439
-83.167249,42.26502,PMB2004-25824,2021/07/22 00:00:00+00,2024/05/23 00:00:00+00,561,3360 GREYFRIARS,20015529.,42.26502,-83.167249,314,533
-83.089359,42.317635,PMB2004-15394,2021/05/24 00:00:00+00,2024/05/24 00:00:00+00,562,1241 HUBBARD,14009456.,42.317635,-83.089359,315,540902
-83.088571,42.335936,PMB2008-06569,2021/05/24 00:00:00+00,2024/05/24 00:00:00+00,562,2959 MARTIN LUTHER KING BLVD,12006472-80,42.335936,-83.088571,316,348910
-83.083652,42.340715,PMB2013-01276,2021/05/25 00:00:00+00,2024/05/25 00:00:00+00,563,3701 15TH,10005791.,42.340715,-83.083652,317,43504
-83.066433,42.442842,PMB2016-03321,2021/05/25 00:00:00+00,2024/05/25 00:00:00+00,563,20100 YONKA,13021900.,42.442842,-83.066433,318,286730
,,PMB2004-10412,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7732 POE,,,,319,
-83.129634,42.376086,PMB2014-00798,2021/05/27 00:00:00+00,2024/05/26 00:00:00+00,564,4401 BURLINGAME,14007029.004,42.376086,-83.129634,320,254559
,,PMB2004-10413,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7740 POE,,,,321,
,,PMB2004-10425,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7784 POE,,,,322,
,,PMB2004-10426,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7768 POE,,,,323,
-83.158976,42.428316,PMB2016-01099,2021/09/15 00:00:00+00,2024/05/26 00:00:00+00,564,18633 INDIANA,16035924.,42.428316,-83.158976,324,16795
-83.128657,42.376622,PMB2005-15828,2021/06/08 00:00:00+00,2024/05/26 00:00:00+00,564,4241 BURLINGAME,14007029.003,42.376622,-83.128657,325,75380
,,PMB2004-10415,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7860 POE,,,,326,
,,PMB2004-10421,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7844 POE,,,,327,
-83.02628,42.345898,PMB2004-13817,2021/06/05 00:00:00+00,2024/05/26 00:00:00+00,564,1961 CHENE,11003175.,42.345898,-83.02628,328,251105
,,PMB2004-10423,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7808 POE,,,,329,
,,PMB2004-10419,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7756 POE,,,,330,
,,PMB2004-10422,2021/05/26 00:00:00+00,2024/05/26 00:00:00+00,564,7824 POE,,,,331,
-83.0787,42.446176,PMB2004-11958,2021/09/13 00:00:00+00,2024/05/28 00:00:00+00,566,20486 FLEMING,13024720-44,42.446176,-83.0787,332,285770
-83.283245,42.411503,PMB2019-03600,2020/09/30 00:00:00+00,2024/05/29 00:00:00+00,567,16648 Winston,22123865.003,42.411503,-83.283245,333,106134
-83.142721,42.42881,PMB2020-00745,2020/09/30 00:00:00+00,2024/05/29 00:00:00+00,567,18653 STOEPEL,16019386.,42.42881,-83.142721,334,6409
-82.945244,42.446484,PMB2017-02975,2021/06/22 00:00:00+00,2024/06/01 00:00:00+00,570,16850 BRINGARD DR,21025920.,42.446484,-82.945244,335,116366
